"Str #","Mall Name","Developer","City","ST","ZIP Code","Market Area","Gross SqFt (Lease) ","Sales Area SqFt (Cnstr)","REC Approve Date","Original Opening ","Remodel Date","Lease Expires","Sales Projection","TY TTM Sales","TY Sales PSF","TY TTM Op Inc","TY TTM CF","Sales % ? vs. LY","LY TTM Sales","LY Sales PSF","LY TTM Op Inc","LY TTM CF","TTM R&O","R&O % Sales","Tenant Allowance PSF","Center Type","Cluster Name","Center Rank","Mall GLA","Shop GLA","Mall Sales PSF ","Mall Sales PSF Date ","RM / DM Wishlist","Top Tier ""A""","Forever 21","State/Area","Mills/Outlet","Street","Store Prototype ","Center Cashwrap (Y/N)","Entry Soffit (Y/N)","Cashwrap Soffit (Y/N)","Illuminated Accessory Wall (Y/N)","Illuminated Shoe Wall (Y/N)","Illuminated Window Walls (Y/N)","Floor Finish ","Brite Store Make-Up"
,"Lancaster Tanger Outlets","Tanger","Lancaster","PA","17602-1467","Lancaster, PA MSA",,,,2010,,,,,,,,,,,,,,,,"O","Outlet","B","255,152",,"$400 ","9-Jan","OPS",,,,"O",,,,,,,,,,
,"Atlantic City Outlets","Cordish Company","Atlantic City","NJ",8401,"Atlantic City, NJ MSA",,,,,,,,,,,,,,,,,,,,"O","Outlet","A",,,"$500 ","8-Aug","OPS",,,,"O",,,,,,,,,,
,"Five Oaks Outlet","Tanger","Sevierville","TN",37863,"Sevierville, TN, MSA",,,,,,,,,,,,,,,,,,,,"O","Outlet","A","341,551","341,551","$490 ","8-Apr","OPS",,,,"O",,,,,,,,,,
,"Branson Tanger Outlet","Tanger","Branson","MO",65616,"Branson, MO",,,,,,,,,,,,,,,,,,,,"O","Outlet","B",,,"$400 ","8-Sep",,,,,"O",,,,,,,,,,
,"Myrtle Beach Tanger Outlets","Tanger","Myrtle Beach","SC",29572,"Myrtle Beach-Conway-North Myrtle Beach, SC ",,,,,,,,,,,,,,,,,,,,"O","Outlet","B","9/19/2000",,"$375 ","8-Apr",,,,,"O",,,,,,,,,,
,"Outlet Shoppes @ Laredo, The","Horizon Group","Laredo","TX",,"Laredo, TX MSA",,,,,,,,,,,,,,,,,,,,"O","Outlet","B",,,,,,,,,"O",,,,,,,,,,
,"NeuMarket Outlet Shoppes","Newman, Tillman, Simkin, LLS","Laredo","TX",,"Laredo, TX MSA",,,,,,,,,,,,,,,,,,,,"O","Outlet","B",,,,,,,,,"O",,,,,,,,,,
,"Original Outlet Mall, The","American Realty","Kenoshe","WI",53142,"Chicago-Naperville-Joliet, IL-IN-WI MSA",,,,,,,,,,,,,,,,,,,,"O","Outlet","B",,,,,,,,,"O",,,,,,,,,,
,"Plaza Del Norte","PMI, Inc.","Hatillo","PR","00659-2701","San Juan-Caguas-Guaynabo, PR MSA",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","671,278",,"$512 ","9-Jul",,"A",,"PR",,,,,,,,,,,
,"Plaza Del Caribe","Plaza Las Americas, Inc.","Ponce","PR","00732-7125","Ponce, PR MSA",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","683,000",,"$510 ","8-Jun",,"A",,"PR",,,,,,,,,,,
,"Mayaguez Mall","Empresas PR de Desarrollo","Mayaquez","PR",680,"Mayag�ez, PR MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","B","1,100,000",,"$480 ","8-Jun",,,,"PR",,,,,,,,,,,
,"Montehiedra Town Center","Vornado","San Juan","PR",,"San Juan-Caguas-Guaynabo, PR MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","B","610,911",,"$469 ","8-Jun",,,,"PR",,,,,,,,,,,
,"Plaza Palma Real","Plaza Real Assoc.","Humacao","PR",791,"San Juan-Caguas-Guaynabo, PR MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","B","442,614",,"$450 ","8-Jun",,,,"PR",,,,,,,,,,,
,"Plaza Fajardo","DDR","Fajardo","PR",736,"Fajardo, PR MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","C","251,319",,"$350 ","8-Jun",,,,"PR",,,,,,,,,,,
,"Aquadilla Mall","Commercial Centers","Aguadilla","PR",,"Aguadilla-Isabela-San Sebasti�n, PR MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","C","267,816",,"$350 ","8-Jun",,,,"PR",,,,,,,,,,,
,"Santa Rosa-PR","Commercial Centers","Bayoman","PR",961,"San Juan-Caguas-Guaynabo, PR MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub",,"431,000",,,,,,,"PR",,,,,,,,,,,
,"Plaza Rio Hondo","DDR","Bayamon","PR",961,"San Juan-Caguas-Guaynabo, PR MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub",,"535,334",,,,,,,"PR",,,,,,,,,,,
,"Washington Square-OR","Macerich","Tigard","OR",97223,"Portland-Vancouver-Beaverton, OR-WA ",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,260,000","324,669","$618 ","10-Jan","OR","A","F21","N.W.",,,,,,,,,,,
,"Alderwood","GGP","Lynwood","WA",98037,"Seattle-Tacoma-Bellevue, WA MSA",,,,2010,,,,,,,,,,,,,,,,"M","Urb/Sub","A","980,934","505,779","$608 ","8-Dec",,"A","F21","N.W.",,,,,,,,,,,
,"Kitsap","Macerich","Silverdale","WA",98383,"Bremerton-Silverdale, WA MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","B","794,862","297,624","$381 ","9-Feb",,,"F21","N.W.",,,,,,,,,,,
,"Seattle Premium Outlets","Chelsea Property Group","Tulalip","WA",98271,"Seattle-Tacoma-Bellevue, WA MSA",,,,,,,,,,,,,,,,,,,,"O","Outlet","A","425,000",,"$573 ","9-Feb","OPS","A",,"N.W.",,,,,,,,,,,
,"Tacoma","Simon","Tacoma","WA",98409,"Seattle-Tacoma-Bellevue, WA MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,252,116","322,651","$526 ","8-Apr",,"A",,"N.W.",,,,,,,,,,,
,"Columbia-WA","Simon","Kennewick","WA",99336,"Kennewick-Richland-Pasco, WA MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","705,107","213,538","$510 ","8-Apr",,"A",,"N.W.",,,,,,,,,,,
,"Northgate-WA","Simon","Seattle","WA",98125,"Seattle-Tacoma-Bellevue, WA MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","B","1,061,730","395,141","$455 ","9-Sep",,,,"N.W.",,,,,,,,,,,
,"South Hill","Cafaro Company","Puyallup","WA",98373,"Seattle-Tacoma-Bellevue, WA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural","C","1,562,414",,"$309 ","8-May",,,,"N.W.",,,,,,,,,,,
,"Redmond Town","Macerich","Redmond","WA",98052,"Seattle-Tacoma-Bellevue, WA MSA",,,,,,,,,,,,,,,,,,,,"LA","Lifestyle","B","667,000","557,000","$383 ","8-Jul",,,,"N.W.",,,,,,,,,,,
,"North Town-WA","GGP","Spokane","WA",99207,"Spokane, WA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural","B","1,056,391","410,000","$362 ","8-Dec",,,,"N.W.",,,,,,,,,,,
,"Pioneer Place","GGP","Portland","OR",97204,"Portland-Vancouver-Beaverton, OR-WA ",,,,,,,,,,,,,,,,,,,,"S","Street","A","369,000","314,000","$728 ","10-Jan",,,,"N.W.",,,,,,,,,,,
,"Pacific Place ","Foy Bradford","Seattle","WA",98101,"Seattle-Tacoma-Bellevue, WA MSA",,,,,,,,,,,,,,,,,,,,"S","Street",,"325,000","325,000",,,,,,"N.W.",,,,,,,,,,,
,"University Village","University Vill.Ltd Ptnr.","Seattle","WA",98105,"Seattle-Tacoma-Bellevue, WA MSA",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle",,"440,000","274,000",,,,,,"N.W.",,,,,,,,,,,
,"Natick","GGP","Natick","MA",1760,"Boston-Worcester-Lawrence-Lowell-Brockton,MA-NH",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","1,155,711","435,000","$550 ","8-Mar","DM","A","F21","N.Eng",,,,,,,,,,,
,"Northshore","Simon","Peabody","MA",1960,"Boston-Cambridge-Quincy, MA-NH ",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,649,395","523,000","$585 ","9-Sep","OPS","A","F21","N.Eng",,,,,,,,,,,
,"Westfarms","Taubman","Farmington","CT",6032,"Hartford, CT MSA",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","1,291,000","530,000","$650 ","8-Dec","OPS","A","F21","N.Eng",,,,,,,,,,,
,"Cape Cod","Simon","Hyannis","MA",2601,"Barnstable--Yarmouth, MA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural","B","600,000","255,000","$462 ","9-Aug",,"A","F21","N.Eng",,,,,,,,,,,
,"Solomon Pond","Simon","Marlborough","MA",1752,"Boston-Cambridge-Quincy, MA-NH ",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","B","1,100,000","356,464","$475 ","8-Jun",,,"F21","N.Eng",,,,,,,,,,,
,"Burlington-MA","Simon","Burlington","MA",1803,"Boston-Cambridge-Quincy, MA-NH ",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,250,000","415,000","$765 ","9-Oct","OPS","A",,"N.Eng",,,,,,,,,,,
,"Copley Place","Simon","Boston","MA",2116,"Boston-Cambridge-Quincy, MA-NH ",,,,,,,,,,,,,,,,,,,,"M","Mall","A","368,700","261,845","$920 ","9-Oct",,"A",,"N.Eng",,,,,,,,,,,
,"Shops At Prudential","Boston Properties Inc.","Boston","MA",2199,"Boston-Cambridge-Quincy, MA-NH ",,,,,,,,,,,,,,,,,,,,"M","Mall","A","462,000","254,000","$935 ","8-Mar",,"A",,"N.Eng",,,,,,,,,,,
,"Pheasant Lane","Simon","Nashua","NH",3060,"Manchester-Nashua, NH MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","900,000","307,070","$525 ","8-Mar",,"A",,"N.Eng",,,,,,,,,,,
,"Dartmouth","Preit","Dartmouth","MA",2747,"Boston-Worcester-Lawrence-Lowell-Brockton,MA-NH",,,,,,,,,,,,,,,,,,,,"M","Rural","B","639,076",,"$420 ","8-Jun",,,,"N.Eng",,,,,,,,,,,
,"Faneuil Hall Marketplace","GGP","Boston","MA",2109,"Boston-Cambridge-Quincy, MA-NH ",,,,,,,,,,,,,,,,,,,,"M","Mall",,"198,000",,,,,,,"N.Eng",,,,,,,,,,,
,"Towson Town","GGP","Towson","MD",21204,"Baltimore-Towson, MD ",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","937,000","375,648","$590 ","8-May","OPS","A","F21","MD",,,,,,,,,,,
,"Gallery at Harborplace","GGP","Baltimore","MD",21202,"Baltimore-Towson, MD ",,,,,,,,,,,,,,,,,,,,"M","Mall","A","130,000",,"$675 ","8-May",,"A","F21","MD",,,,,,,,,,,
,"Montgomery Mall-MD","Westfield Corp.","Bethesda","MD",20817,"Washington-Arlington-Alexandria, DC-VA-MD-WV","5,040",,"11/9/2010",,,,"$1,800,000 ",,,,,,,,,,,,,"M","Mall","A","1,254,140",,"$582 ","10-Aug",,"A","F21","MD",,,,,,,,,,,
,"White Marsh","GGP","Baltimore","MD",21236,"Baltimore-Towson, MD ",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","B","1,200,000","325,000","$420 ","9-Jan",,,"F21","MD",,,,,,,,,,,
,"Ala Moana","GGP","Honolulu","HI","96814-4604","Honolulu, HI MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,770,000",,"$1,150 ","8-Jan","RM","A","F21","HI",,,,,,,,,,,
,"Windward Mall","GGP","Kaneohe","HI","96744-3709","Honolulu, HI MSA",,,,2010,,,,,,,,,,,,,,,,"M","Urb/Sub","B","500,000",,"$420 ","8-Mar",,,,"HI",,,,,,,,,,,
,"Kahala Mall","MMI Realty","Honolulu","HI","96816-5319","Honolulu, HI MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","B","407,000",,"$488 ","8-Jan",,,,"HI",,,,,,,,,,,
,"Prince Kuhio Plaza","GGP","Hilo","HI",96720,"Hilo, HI Micropolitan",,,,2010,,,,,,,,,,,,,,,,"M","Rural","B","500,000",,"$440 ","8-Jan",,,,"HI",,,,,,,,,,,
,"Whaler's Village","GGP","Maui","HI",96761,"Hawaii",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle","A","110,000",,"$1,150 ","8-Jan",,,,"HI",,,,,,,,,,,
,"Queens Marketplace","GGP","Waikoloa","HI",96738,"Hilo, HI Micropolitan",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle","A","125,000","135,000",,"8-Jan",,,,"HI",,,,,,,,,,,
,"Kapolei Commons","Independent","Honolulu","HI",96707,"Honolulu, HI MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","A",,,,"8-Jan",,,,"HI",,,,,,,,,,,
,"Town Center At Boca Raton","Simon","Boca Raton","FL",33431,"Miami-Fort Lauderdale, Pompano Beach, FL MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,555,323","492,006","$725 ","9-Jul","DM","A","F21","FL",,,,,,,,,,,
,"Aventura","Turnberry","Aventura","FL",33180,"Miami-Fort Lauderdale-Pompano Beach, FL MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,905,000","871,796","$1,100 ","7-Jun","DM","A","F21","FL",,,,,,,,,,,
,"Mall at Millenia","Forbes-Cohen","Orlando","FL",32839,"Orlando-Kissimmee, FL MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,200,000",,"$1,130 ","8-May","OPS","A","F21","FL",,,,,,,,,,,
,"International Plaza","Taubman","Tampa","FL",33607,"Tampa--St. Petersburg--Clearwater, FL MSA",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","1,253,000","500,000","$700 ","8-Dec",,"A","F21","FL",,,,,,,,,,,
,"The Oaks Mall","GGP","Gainesville","FL",32605,"Gainesville, FL MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","B","910,000","500,000","$460 ","8-Dec",,,"F21","FL",,,,,,,,,,,
,"Falls In Miami","Simon","Miami","FL",33176,"Miami-Fort Lauderdale, Pompano Beach, FL MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","821,373","326,727","$650 ","9-Sep","DM","A",,"FL",,,,,,,,,,,
,"The Gardens","Forbes-Cohen","Palm Beach Garden","FL",33410,"Miami-Fort Lauderdale, Pompano Beach, FL MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,350,000","420,000","$700 ","8-Apr","DM","A",,"FL",,,,,,,,,,,
,"Dadeland Mall","Simon","Miami","FL",33156,"Miami-Fort Lauderdale, Pompano Beach, FL MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,403,000","431,346","$800 ","9-Aug","OPS","A",,"FL",,,,,,,,,,,
,"Miami International","Simon","Miami","FL",33172,"Miami-Fort Lauderdale, Pompano Beach, FL MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","972,675","517,089","$630 ","9-Aug","RM","A",,"FL",,,,,,,,,,,
,"St. Johns Town Center","Simon","Jacksonville","FL",,"Jacksonville, FL MSA",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle","A","1,500,000","310,000","$1,165 ","8-Apr","OPS",,,"FL",,,,,,,,,,,
,"Coconut Point","Simon","Estero","FL",33928,"Cape Coral - Fort Myers, FL ",,,,,,,,,,,,,,,,,,,,"LA","Lifestyle","B",,,"$409 ","8-Oct",,,,"FL",,,,,,,,,,,
,"Bayside Marketplace","GGP","Miami","FL",33132,"Miami-Fort Lauderdale, Pompano Beach, FL MSA",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle","A","230,000","223,000","$650 ","8-Apr",,,,"FL",,,,,,,,,,,
,"Destin Commons ","Turnberry","Destin","FL",32541,"Fort Walton Beach - Crestview - Destin FL MSA",,,,,,,,,,,,,,,,,,,,"LA","Lifestyle","A","411,083","162,365","$600 ","8-Apr",,,,"FL",,,,,,,,,,,
,"Tallahassee","Feldman Properties","Tallahassee","FL",32303,"Tallahassee, FL MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","C","965,000","447,000","$319 ","8-Apr",,,,"FL",,,,,,,,,,,
,"Pointe Orlando","New Plan Excel Realty Trust","Orlando","FL",,"Orlando-Kissimmee, FL MSA",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle",,"450,000","400,000",,,,,,"FL",,,,,,,,,,,
,"Beverly Center","Taubman","Los Angeles","CA",90048,"Los Angeles-Long Beach",,,,2009,,,,,,,,,,,,,,,,"M","Mall","A","871,000","575,000","$800 ","9-Nov","DM","A","F21","CA",,,,,,,,,,,
,"Arden Fair","Macerich","Sacramento","CA",95815,"Sacramento-Arden-Arcade-Roseville, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,116,102","409,767","$592 ","9-Aug","DM","A","F21","CA",,,,,,,,,,,
,"Fashion Island","Irvine","Newport Beach","CA",92660,"Orange County",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,300,700","500,000","$800 ","8-Apr","RM","A","F21","CA",,,,,,,,,,,
,"Stoneridge","Simon","Pleasanton","CA",94566,"San Francisco-Oakland-Fremont, CA",,,,,,,,,,,,,,,,,,,,"M","Mall","B","1,284,000","452,662","$467 ","9-May",,"A","F21","CA",,,,,,,,,,,
,"Vintage Faire","Macerich","Modesto","CA",95356,"Modesto, CA MSA",,,,2010,,,,,,,,,,,,,,,,"M","Mall","B","1,080,042","373,137","$496 ","9-Feb",,"A","F21","CA",,,,,,,,,,,
,"Westfield Fashion Square-Sherman Oaks","Westfield Corp.","Sherman Oaks","CA",91423,"Los Angeles-Long Beach",,,,2010,,,,,,,,,,,,,,,,"M","Mall","B","864,408","363,883","$430 ","10-Mar",,"A","F21","CA",,,,,,,,,,,
,"Victoria Gardens","Forest City","Rancho Cucamonga","CA",91739,"Riverside-San Bernardino-Ontario, CA MSA",,,,,,,,,,,,,,,,,,,,"LA","Lifestyle","A","950,000","457,163","$600 ","8-Oct","DM",,"F21","CA",,,,,,,,,,,
,"Third Street Promenade","Cim Group","Santa Monica","CA",90401,"Los Angeles-Long Beach",,,,,,,,,,,,,,,,,,,,"S","Street",,"38,000",,,,"DM",,"F21","CA",,,,,,,,,,,
,"Westfield Horton Plaza","Westfield Corp.","San Diego","CA",92101,"San Diego-Carlsbad-San Marcos, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","B","864,700","503,400","$431 ","9-Feb",,,"F21","CA",,,,,,,,,,,
,"Mall of Victor Valley, The","Macerich","Victorville","CA",92392,"Riverside-San Bernardino-Ontario, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural","B","547,611","121,835","$428 ","9-Feb",,,"F21","CA",,,,,,,,,,,
,"Northridge","Macerich","Salinas","CA",93906,"Salina, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","C","1,520,000","430,000","$336 ","8-Oct",,,"F21","CA",,,,,,,,,,,
,"Mall at Northgate-CA, The","Macerich","San Rafael","CA",94903,"San Francisco-Oakland-Fremont, CA",,,,2010,,,,,,,,,,,,,,,,"M","Rural","B","744,050","288,950","$397 ","8-Mar",,,"F21","CA",,,,,,,,,,,
,"Grove At Farmers Market","Caruso Holdings","Los Angeles","CA",90036,"Los Angeles-Long Beach",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle","A","542,813","422,813","$810 ","8-Apr",,,"F21","CA",,,,,,,,,,,
,"Antelope Valley","Forest City","Palmdale","CA",93551,"Los Angeles-Long Beach",,,,,,,,,,,,,,,,,,,,"M","Rural","B","839,978","289,610","$440 ","8-Apr",,,"F21","CA",,,,,,,,,,,
,"Southland-CA","GGP","Hayward","CA",94545,"San Francisco-Oakland-Fremont, CA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","C","1,312,159","371,430","$336 ","8-Apr",,,"F21","CA",,,,,,,,,,,
,"Hillsdale","Ed Plant","San Mateo","CA",94403,"San Francisco-Oakland-Fremont, CA",,,,,,,,,,,,,,,,,,,,"M","Mall","B","1,300,000","430,000","$490 ","10-Dec",,,"F21","CA",,,,,,,,,,,
,"Hollywood & Highland Center","CM Group","Los Angeles","CA",90028,"Los Angeles-Long Beach",,,,,,,,,,,,,,,,,,,,"LU","Lifestyle",,,,,,,,"F21","CA",,,,,,,,,,,
,"Westfield San Francisco Centre","Westfield Corp.","San Francisco","CA",94103,"San Francisco-Oakland-Fremont, CA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","495,280","180,000","$620 ","9-Oct","DM","A",,"CA",,,,,,,,,,,
,"South Coast Plaza","Segerstrom","Costa Mesa","CA",92626,"Orange County",,,,,,,,,,,,,,,,,,,,"M","Mall","A","2,700,000","680,000","$1,000 ","8-Apr","DM","A",,"CA",,,,,,,,,,,
,"Stonestown Galleria","GGP","San Francisco","CA",94132,"San Francisco-Oakland-Fremont, CA",,,,,,,,,,,,,,,,,,,,"M","Mall","B","870,000","360,000","$429 ","9-Nov","OPS","A",,"CA",,,,,,,,,,,
,"Westfield Century City","Westfield Corp.","Los Angeles","CA",90067,"Los Angeles-Long Beach",,,,,,,,,,,,,,,,,,,,"M","Mall","A","762,180","318,040","$828 ","9-Feb",,"A",,"CA",,,,,,,,,,,
,"Stanford","Simon","Palo Alto","CA",94304,"San Jose-Sunnyvale-Santa Clara, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,350,000","510,000","$930 ","8-Apr",,"A",,"CA",,,,,,,,,,,
,"Village At Corte Madera","Macerich","Corte Madera","CA",94925,"San Francisco-Oakland-Fremont, CA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","427,649","209,649","$600 ","9-Nov",,,,"CA",,,,,,,,,,,
,"Westfield Solano","Westfield Corp.","Fairfield","CA",94533,"Vallejio-Fairfield, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural","C","1,034,624","285,000","$338 ","9-Feb",,,,"CA",,,,,,,,,,,
,"Visalia","GGP","Visalia","CA",92083,"Visalia-Porterville, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural","B","440,000","220,355","$415 ","8-May",,,,"CA",,,,,,,,,,,
,"Capitola","Macerich","Capitola","CA",95010,"Santa Cruz-Watsonville, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","B","653,275","205,761","$351 ","8-Jul",,,,"CA",,,,,,,,,,,
,"Weberstown","Glimcher Properties","Stockton","CA",95207,"Stockton, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural","B","817,283","203,767","$425 ","8-Apr",,,,"CA",,,,,,,,,,,
,"Sunrise-CA","Steadfast","Citrus Heights","CA",95610,"Sacramento-Arden-Arcade-Roseville, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural","C","1,183,937","349,475","$333 ","8-Apr",,,,"CA",,,,,,,,,,,
,"Del Monte","American Assets","Monterey","CA",93940,"Salina, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural","A","615,000","319,809",,"8-Apr",,,,"CA",,,,,,,,,,,
,"Downtown Centre",,"San Luis Obispo","CA",93401,"San Luis Obispo-Paso Roble, CA MSA",,,,,,,,,,,,,,,,,,,,"S","Street",,"110,150","66,000",,,,,,"CA",,,,,,,,,,,
,"Embarcadero","Boston Properties Inc.","San Francisco","CA",94111,"San Francisco-Oakland-Fremont, CA",,,,,,,,,,,,,,,,,,,,"S","Street",,"350,000","350,000",,,,,,"CA",,,,,,,,,,,
,"Paseo Nuevo","Madison Marquette","Santa Barbara","CA",93101,"Santa Barbara-Santa Maria-Goleta, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Rural","D","461,790","136,841",,,,,,"CA",,,,,,,,,,,
,"Westwood Blvd","Madison Marquette","Los Angeles","CA",90024,"Los Angeles-Long Beach",,,,,,,,,,,,,,,,,,,,"S","Street",,,,,,,,,"CA",,,,,,,,,,,
,"Lakeside Mall-LA","Feil","Metairie","LA",70002,"New Orleans-Metairie-Kenner, LA ",,,,,,,,,,,,,,,,,,,,"M","Mall","A","940,000","350,000","$750 ","9-Sep","DM","A","F21",,,,,,,,,,,,
,"Oakbrook","GGP","Oak Brook","IL",60521,"Chicago-Gary-Kenosha, IL-IN-WI",6127,,"6/16/2009",2010,,,"$2,500,000 ",,,,,,,,,,,,,"M","Mall","A","1,000,000","830,422","$725 ","9-Aug","DM","A","F21",,,,,,,,,,,,
,"Kenwood Towne Centre","GGP","Cincinnati","OH",45236,"Cincinnati-Hamilton, OH-KY-IN",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","1,082,681","629,599","$677 ","8-Mar","DM","A","F21",,,,,,,,,,,,
,"Mayfair","GGP","Wauwatosa","WI",53226,"Milwaukee-Waukesha-West Allis, WI MSA",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","1,060,273","370,000","$578 ","8-Mar","DM","A","F21",,,,,,,,,,,,
,"Water Tower Place","GGP","Chicago","IL",60611,"Chicago-Naperville-Joliet, IL-IN-WI ",,,,,,,,,,,,,,,,,,,,"M","Mall","A","712,000","302,000","$775 ","8-Dec","DM","A","F21",,,,,,,,,,,,
,"Willowbrook-TX","GGP","Houston","TX",77070,"Houston-Sugar Land-Baytown, TX MSA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,510,909",,"$515 ","10-May","DM","A","F21",,,,,,,,,,,,
,"Park Meadows","GGP","Littleton","CO",80124,"Denver-Aurora, CO MSA",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","1,630,000",,"$604 ","10-Jan","DM","A","F21",,,,,,,,,,,,
,"Galleria At Tyler","GGP","Riverside","CA",92503,"Riverside-San Bernardino-Ontario, CA MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","B","1,150,000","445,000","$450 ","9-Sep","OPS","A","F21",,,,,,,,,,,,
,"Briarwood","Simon","Ann Arbor","MI",48108,"Ann Arbor, MI MSA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub","A","979,000","380,000","$503 ","9-Oct","OPS","A","F21",,,,,,,,,,,,
,"Cherry Creek","Taubman","Denver","CO",80206,"Denver-Aurora, CO MSA",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","1,000,000","545,000","$700 ","9-Dec","OPS","A","F21",,,,,,,,,,,,
,"Willowbrook-NJ","GGP","Wayne","NJ","07470-6905","New York-Northern New Jersey-Long Island, NY-NJ-PA",,,,,,,,,,,,,,,,,,,,"M","Mall","A","1,514,000","488,000","$585 ","8-Apr","OPS","A","F21",,,,,,,,,,,,
,"North Star","GGP","San Antonio","TX",78216,"San Antonio, TX MSA",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","1,257,000","436,712","$625 ","10-May","OPS","A","F21",,,,,,,,,,,,
,"Fashion Show","GGP","Las Vegas","NV",89109,"Las Vegas-Paradise, NV MSA",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","1,751,000","562,000","$825 ","10-Mar","OPS","A","F21",,,,,,,,,,,,
,"Somerset Collection","Forbes-Cohen","Troy","MI",48084,"Detroit-Ann Arbor-Flint, MI",,,,,,,,,,,,,,,,,,,,"M","Mall",,"1,444,000","400,000",,,"OPS","A","F21",,,,,,,,,,,,
,"Bridgewater Commons","GGP","Bridgewater","NJ",8807,"NY-N. NJ-Long Island, NY-NJ-CT-PA",,,,,,,,,,,,,,,,,,,,"M","Urb/Sub",,"881,000","384,320",,,"OPS","A","F21",,,,,,,,,,,,
,"Fair Oaks-VA","Taubman","Fairfax","VA",22033,"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,2010,,,,,,,,,,,,,,,,"M","Mall","A","1,400,000","560,000","$550 ","8-Mar",,"A","F21",,,,,,,,,,,,
